fulwgt,education_num,sex,capital_gain,capital_loss,target,education_numCat,hour_per_weekCat,Occupa_cat,ageCat,Marital Status_cat,Race_cat,WorfClass_cat,native_country_cat
179565,13,0,0,0,0,2,1,0,0,0,1,1,1
31137,9,1,0,0,0,1,2,0,2,1,1,3,1
199495,9,1,0,0,0,1,1,0,0,0,1,1,1
175262,5,1,0,0,0,0,1,0,1,1,0,1,0
220585,9,1,0,0,0,1,1,0,1,0,1,1,1
231793,16,0,0,0,0,2,1,1,1,1,1,2,1
191342,13,1,0,0,0,2,1,0,1,1,0,2,1
186420,13,0,0,0,0,2,0,0,0,0,1,1,1
328242,13,1,0,0,1,2,1,1,0,1,0,1,0
279340,7,0,0,0,0,1,1,0,2,0,0,1,1
174478,9,0,0,0,0,1,1,0,0,0,1,1,1
151771,4,1,0,0,0,0,1,0,1,1,1,1,1
145636,14,1,0,1977,1,2,3,1,1,1,1,1,1
120326,10,0,0,0,0,1,1,0,0,0,1,1,1
246439,9,1,0,0,0,1,3,0,1,1,1,3,1
144133,13,1,0,0,0,2,3,1,0,1,1,1,1
145522,14,0,0,0,0,2,1,1,1,0,1,2,1
312055,13,1,0,0,0,2,1,1,1,0,1,1,1
235847,10,0,0,0,0,1,3,1,1,0,1,1,1
187748,10,1,0,0,0,1,1,0,1,1,1,1,1
396482,13,0,0,0,0,2,3,0,0,0,1,1,1
261688,9,1,5013,0,0,1,3,0,1,1,1,1,1
39477,10,0,0,0,0,1,0,1,0,0,1,1,1
143058,10,1,0,0,0,1,1,0,1,1,1,1,1
216867,3,1,0,0,0,0,3,0,0,1,1,1,0
230592,13,1,0,0,0,2,0,0,1,0,1,1,1
40338,9,1,0,0,0,1,1,0,0,1,1,2,1
115457,9,1,0,0,0,1,1,0,1,1,1,2,1
374983,7,1,0,0,0,1,1,0,1,1,1,1,1
285419,8,1,0,0,0,1,1,0,0,0,1,1,1
187581,11,1,0,0,0,1,1,0,1,1,1,2,1
299036,13,1,0,0,1,2,3,0,1,1,1,3,1
68729,10,1,0,0,0,1,1,0,1,0,0,1,1
333990,11,0,0,0,0,1,1,1,0,0,1,1,1
117767,10,1,0,0,0,1,0,0,0,0,1,1,1
184378,13,1,0,0,0,2,0,1,1,1,1,1,1
232591,9,1,0,0,0,1,1,0,0,0,1,1,1
143851,13,0,0,0,0,2,1,1,1,0,1,1,1
89622,9,1,0,0,1,1,2,0,1,1,1,3,1
202498,8,1,0,0,0,1,1,0,1,1,1,1,0
343242,10,1,0,0,1,1,3,1,1,1,1,1,1
460408,9,1,0,0,1,1,1,0,0,1,1,1,1
205246,9,1,0,0,0,1,1,0,2,1,0,1,1
230329,13,1,0,0,1,2,3,1,1,1,1,1,1
197871,13,1,0,0,0,2,3,1,0,0,1,1,1
194290,9,1,0,0,0,1,1,0,1,0,1,1,1
191814,10,1,0,0,1,1,3,1,1,1,1,1,1
95168,9,0,0,0,0,1,1,0,1,0,0,1,1
386136,12,1,0,0,1,2,1,1,1,1,1,1,1
152529,13,1,0,0,1,2,1,1,1,0,1,1,1
214891,9,1,0,0,0,1,1,0,1,1,0,1,0
133654,9,0,0,0,0,1,1,0,0,0,1,1,1
147548,9,0,0,0,0,1,0,0,0,0,1,1,1
73051,13,1,0,0,0,2,1,1,2,1,1,1,1
60166,2,1,0,0,0,0,2,1,2,0,0,3,1
454934,10,0,0,0,0,1,0,0,0,0,1,3,1
185621,13,0,0,0,0,2,1,1,1,0,1,3,1
101500,11,1,0,0,0,1,1,0,2,1,1,1,1
36397,13,0,0,0,0,2,3,1,1,0,1,2,1
276540,8,0,0,0,0,1,0,0,0,0,0,1,1
293968,10,0,0,0,0,1,0,0,0,1,0,1,1
186993,9,1,0,0,0,1,1,0,1,1,1,2,1
232132,8,1,0,0,1,1,3,0,1,1,1,1,1
176917,9,1,0,0,0,1,3,0,1,1,1,1,1
105936,13,0,0,0,0,2,1,1,1,0,1,1,1
105821,9,1,5178,0,1,1,1,1,1,1,1,1,1
178074,9,0,0,0,0,1,1,0,1,0,1,1,1
191930,10,1,0,0,0,1,1,0,1,1,0,1,1
130807,12,1,0,0,0,2,1,0,0,1,1,1,1
94100,13,1,0,0,0,2,2,0,1,0,1,3,1
144822,5,1,0,0,0,0,3,0,2,1,1,3,1
102191,14,0,0,0,0,2,2,1,2,0,1,3,1
90934,10,1,0,0,0,1,0,0,0,0,1,1,1
173243,16,1,0,0,1,2,3,1,1,1,1,1,1
258768,10,1,2174,0,0,1,2,0,0,0,0,1,1
189759,13,1,0,0,0,2,1,0,0,0,1,1,1
69249,9,1,0,0,1,1,3,0,2,1,1,3,1
133061,9,1,0,0,0,1,2,0,0,1,1,1,1
175202,9,1,0,0,0,1,0,1,2,1,1,3,1
27051,13,1,0,0,0,2,3,0,1,1,1,1,1
60414,14,1,0,0,1,2,1,1,1,1,1,1,1
317360,14,0,0,0,1,2,1,1,1,1,1,2,1
258298,11,1,0,0,0,1,3,0,0,0,1,1,1
174040,10,1,0,0,0,1,1,0,2,0,1,1,1
177566,10,1,0,0,0,1,3,1,1,1,1,2,0
162238,14,1,0,0,1,2,3,1,1,0,1,1,1
87556,14,1,0,0,1,2,3,1,1,0,1,1,1
144322,12,0,0,0,0,2,3,1,1,0,1,1,1
190015,9,1,0,0,0,1,1,0,0,0,1,1,1
183173,9,1,99999,0,1,1,1,1,1,1,1,1,1
151322,9,1,0,0,0,1,1,0,1,0,1,3,1
47392,9,1,0,0,1,1,1,1,2,1,1,2,1
107125,10,1,0,0,0,1,3,0,1,0,1,1,1
265295,9,1,0,0,0,1,1,0,1,0,1,1,1
189219,13,0,0,0,0,2,0,0,0,0,1,1,1
147989,10,1,0,0,0,1,1,0,2,1,1,1,1
185732,7,0,0,0,0,1,1,0,1,0,1,1,1
153516,13,1,0,0,0,2,1,1,0,0,1,1,1
216145,9,1,0,0,0,1,1,0,1,1,1,1,1
202872,10,0,0,0,0,1,0,0,1,0,1,1,1
39630,9,1,0,0,0,1,3,0,2,1,1,3,1
206721,13,1,0,0,0,2,1,0,0,0,1,2,1
358585,10,1,0,0,1,1,1,0,1,0,1,1,1
377283,13,0,0,0,1,2,3,0,1,0,1,1,1
172949,9,1,2414,0,0,1,0,0,2,1,1,0,1
110171,10,1,7688,0,1,1,1,0,1,1,1,1,1
223861,11,0,0,0,0,1,1,1,1,0,1,2,1
163455,9,1,0,0,1,1,1,0,1,1,1,1,1
183892,6,1,0,0,0,0,1,0,1,1,1,1,1
47022,9,0,0,0,0,1,3,0,1,0,1,1,1
145401,13,1,0,0,1,2,1,1,1,1,1,2,1
387074,11,1,0,0,0,1,1,0,1,1,1,1,1
105363,13,1,4508,0,0,2,1,1,2,1,1,1,1
195467,14,1,0,0,0,2,1,1,2,0,1,2,1
170217,9,1,0,0,0,1,1,0,2,1,1,2,1
156807,9,1,0,0,0,1,0,0,0,0,0,1,1
255193,7,1,3411,0,0,1,1,1,0,1,1,1,1
273640,9,0,0,0,0,1,1,0,1,0,1,1,1
191177,10,0,0,0,0,1,1,0,0,0,1,1,1
184787,4,1,0,0,1,0,3,0,1,1,1,3,1
239409,14,1,0,0,1,2,3,1,1,1,1,2,1
404547,9,1,0,0,0,1,0,0,2,1,1,3,1
23740,9,1,0,0,1,1,1,0,0,0,0,2,1
382153,10,1,0,0,0,1,0,0,0,0,1,1,1
164488,14,1,0,1887,1,2,1,1,0,1,1,1,1
168539,12,1,0,0,0,2,1,1,1,1,1,3,1
189530,12,1,0,0,1,2,1,1,0,1,1,1,1
89419,11,0,0,0,0,1,1,0,1,0,0,1,0
224512,14,1,0,0,1,2,3,0,1,1,1,1,1
85787,4,1,0,0,0,0,1,0,2,1,1,1,1
279881,11,1,0,0,0,1,1,0,1,1,0,2,1
194287,4,1,0,1602,0,0,0,0,1,0,1,1,1
141040,10,0,0,0,0,1,1,0,0,0,0,1,1
222294,13,0,0,0,0,2,1,1,1,0,0,1,1
38795,9,1,0,0,1,1,1,0,1,0,1,1,1
182979,9,1,0,0,0,1,1,0,2,1,1,1,1
223277,10,1,0,0,0,1,1,0,1,0,1,1,1
67065,11,1,594,0,0,1,0,0,1,0,1,1,1
160647,9,0,0,0,0,1,1,0,1,0,1,2,1
45796,8,1,0,0,0,1,1,0,1,1,1,1,1
110597,10,0,0,0,0,1,0,0,0,0,1,1,1
166961,10,0,0,0,0,1,1,0,1,0,1,1,1
318975,9,0,0,0,0,1,1,0,1,0,1,1,0
305657,4,1,0,0,0,0,1,0,1,1,1,1,1
120857,9,0,0,0,0,1,0,0,1,1,1,1,1
158712,9,0,0,0,0,1,0,0,2,0,1,3,1
304530,10,1,0,0,0,1,3,0,1,0,1,1,1
327533,9,1,3908,0,0,1,1,0,0,1,1,2,1
233954,14,0,0,0,1,2,1,1,2,0,0,2,1
26880,10,0,0,0,0,1,1,0,1,0,1,2,1
70754,4,1,0,0,0,0,3,0,1,0,1,1,1
184665,9,0,0,0,0,1,1,0,0,0,1,1,1
245372,13,1,0,0,0,2,0,0,1,0,1,3,1
252668,14,1,0,0,0,2,2,1,2,0,1,1,1
86551,13,1,0,0,1,2,3,1,1,1,1,1,1
241998,9,1,4787,0,1,1,1,0,1,0,1,1,1
106900,9,1,0,0,0,1,2,0,1,1,1,1,1
204235,11,1,0,0,1,1,1,0,1,1,1,1,1
127772,13,1,0,0,0,2,1,1,1,0,1,2,1
117217,13,0,0,0,0,2,3,0,0,0,1,1,1
215389,9,1,0,0,1,1,1,0,1,1,0,2,1
198050,9,0,0,0,0,1,0,0,0,0,1,1,1
173476,15,1,7688,0,1,2,1,0,1,1,1,1,1
217349,11,0,14344,0,1,1,1,1,1,0,1,1,1
377018,11,1,0,0,1,1,1,0,1,1,1,1,1
99894,6,0,0,0,1,0,0,0,2,1,0,1,0
170786,5,1,0,0,0,0,1,0,0,0,1,1,1
250585,13,0,0,0,0,2,3,1,1,0,1,2,1
198769,10,0,0,0,1,1,1,0,1,0,1,1,1
306513,10,1,0,0,0,1,1,0,0,0,1,1,1
178623,13,0,14084,0,1,2,3,1,1,0,0,1,1
109307,11,1,0,0,0,1,1,1,0,0,1,1,1
106982,10,0,0,0,1,1,1,1,1,0,1,2,1
396878,10,1,0,0,0,1,0,1,1,1,0,3,1
344278,10,0,0,0,0,1,0,1,0,0,1,1,1
203653,9,1,7298,0,1,1,1,0,1,1,0,1,1
227890,13,1,0,1485,0,2,1,1,1,1,1,2,1
107812,10,1,0,0,0,1,0,1,0,0,1,1,1
185143,14,1,0,0,0,2,1,1,1,1,1,1,1
143068,10,1,0,0,0,1,1,0,1,0,1,1,1
114758,13,1,15024,0,1,2,3,0,1,1,1,3,1
266337,11,1,0,0,0,1,1,0,1,0,1,1,1
321787,10,1,0,0,0,1,1,0,1,0,1,1,1
21306,12,0,0,0,0,2,1,0,0,0,1,2,0
271935,9,0,0,0,0,1,1,0,0,0,1,1,1
148952,10,0,0,0,0,1,0,0,0,0,1,1,1
196626,4,1,0,0,0,0,1,0,1,1,1,1,1
199439,14,1,0,0,1,2,3,1,1,1,1,1,1
81436,15,1,0,0,1,2,1,0,1,1,1,3,1
352971,13,1,0,0,1,2,3,1,1,1,1,3,1
375134,10,1,0,0,1,1,3,0,1,1,1,1,1
206521,13,1,0,0,1,2,3,0,1,1,1,1,1
330466,13,1,0,0,0,2,1,0,0,0,0,1,1
208302,9,1,0,0,0,1,3,0,1,1,1,1,1
135285,14,1,0,0,0,2,1,1,2,1,1,3,1
171615,12,1,0,0,1,2,3,0,1,1,1,1,1
149698,15,1,0,0,1,2,1,1,2,1,1,3,1
71351,2,1,0,0,0,0,0,0,0,0,1,1,0
84737,4,1,0,0,0,0,1,0,2,1,0,1,0
375134,11,1,0,0,0,1,1,0,1,0,1,2,1
207103,9,1,0,0,0,1,1,0,0,0,1,1,1
199314,13,1,0,0,0,2,1,0,0,0,1,1,0
289741,14,1,41310,0,0,2,3,0,2,1,1,3,1
240837,9,0,0,0,0,1,0,0,1,0,1,1,1
283499,9,1,0,0,0,1,0,0,0,0,1,1,1
97778,4,1,0,0,0,0,1,0,1,1,1,1,1
21698,6,0,0,0,0,0,1,0,1,0,1,1,1
232618,9,1,0,0,0,1,1,0,2,1,1,2,1
175820,7,1,0,0,0,1,0,0,0,0,1,1,1
63996,9,0,0,0,0,1,1,0,0,0,1,2,1
182985,9,0,0,0,0,1,1,0,1,1,1,2,1
380127,9,0,0,0,0,1,1,1,1,0,1,2,1
111483,6,1,0,0,0,0,3,0,1,0,1,3,1
96346,9,0,0,0,0,1,3,1,2,0,1,1,1
317528,10,1,0,0,0,1,0,0,0,0,1,1,1
223020,10,0,0,0,0,1,0,0,1,0,0,2,1
115076,10,1,0,0,0,1,1,0,1,1,1,1,1
133969,16,1,0,0,1,2,3,1,1,1,0,1,1
173858,9,1,0,0,0,1,1,0,1,1,0,1,0
193241,10,1,0,0,0,1,1,0,1,1,1,1,1
50644,12,0,1506,0,0,2,1,0,1,0,1,3,1
178841,13,0,0,0,0,2,1,1,0,0,1,1,1
177017,9,1,0,1504,0,1,1,0,0,0,1,1,1
253267,10,1,0,1902,1,1,1,0,0,1,0,1,1
202027,14,1,7688,0,1,2,3,0,1,1,1,1,1
321865,15,1,0,0,1,2,3,1,1,0,1,3,1
321709,12,0,0,0,0,2,0,1,1,0,1,3,1
210574,9,0,0,0,0,1,0,0,0,0,1,1,1
474617,9,1,5455,0,0,1,1,0,1,0,0,1,1
264390,10,0,0,2001,0,1,1,0,0,0,1,1,1
144949,13,1,0,0,0,2,2,0,1,1,1,3,1
90803,10,1,0,0,0,1,1,0,1,1,1,2,1
126701,13,1,0,0,1,2,0,1,1,1,1,2,1
178417,9,1,0,0,0,1,0,0,1,1,1,1,1
197176,13,1,0,0,1,2,2,0,1,1,1,3,1
182227,9,1,0,1579,0,1,1,0,0,1,1,1,1
117606,13,0,0,0,0,2,0,0,0,0,1,1,1
349502,10,1,0,0,0,1,3,0,1,0,1,1,1
81487,10,1,0,0,1,1,1,0,1,1,1,2,0
169583,16,0,0,0,0,2,2,1,1,0,1,2,1
485117,13,1,0,0,0,2,0,0,0,0,1,1,1
35603,10,1,0,0,0,1,1,0,0,0,0,1,1
175390,9,0,0,0,0,1,1,0,1,0,0,1,1
184986,9,0,0,0,0,1,1,0,1,0,1,1,1
174395,14,1,0,0,0,2,3,1,1,1,1,2,1
187711,9,1,0,0,0,1,1,0,1,0,1,1,1
189878,15,1,0,0,1,2,3,1,1,1,1,1,1
224073,7,1,0,0,0,1,0,0,0,0,1,1,1
159726,9,1,0,0,1,1,3,0,1,1,1,1,1
456618,10,1,2597,0,0,1,1,0,0,0,1,1,1
202397,13,1,0,0,1,2,1,0,1,1,0,1,0
206681,10,0,0,0,0,1,0,0,0,0,1,1,1
222020,6,1,0,0,0,0,2,0,1,0,1,1,1
137304,13,0,0,0,0,2,1,0,1,0,0,1,1
141645,10,0,0,0,0,1,1,1,1,0,0,1,1
218085,9,0,0,0,0,1,3,0,2,1,0,3,1
52596,10,1,0,0,0,1,0,0,0,0,1,1,1
197997,9,1,0,0,0,1,1,0,0,0,1,1,1
191444,7,1,0,0,0,1,1,0,0,0,1,1,1
40767,10,1,0,0,0,1,1,0,0,0,1,1,1
172577,10,0,0,0,0,1,3,0,1,0,1,1,1
241998,13,1,0,0,1,2,3,0,1,1,1,1,1
215908,9,1,0,2174,1,1,1,0,2,1,1,2,1
212120,9,1,0,0,1,1,1,0,1,1,1,1,1
109133,14,1,27828,0,1,2,3,1,1,0,1,1,0
224424,8,1,0,0,0,1,1,0,0,0,1,1,1
214985,9,0,0,0,0,1,1,1,1,0,1,2,1
147098,5,1,0,0,0,0,3,0,1,1,1,3,1
149833,13,0,0,0,0,2,1,1,1,0,1,2,1
253770,10,0,7298,0,1,1,1,0,1,1,1,2,1
252466,11,1,0,0,0,1,0,0,2,1,1,1,1
132717,6,1,0,0,0,0,1,0,2,1,1,2,1
138944,7,1,0,0,1,1,1,0,1,1,1,1,1
280570,13,1,3103,0,1,2,3,1,1,1,1,1,1
144380,10,1,0,0,0,1,3,1,2,1,0,3,1
660461,9,0,0,0,0,1,0,0,2,0,0,2,1
177211,13,1,0,0,1,2,3,1,1,1,1,1,1
197424,9,1,5013,0,0,1,1,1,1,1,1,1,1
31717,9,1,0,0,1,1,3,1,0,1,1,3,1
296849,10,1,0,0,1,1,1,1,1,1,1,1,1
193720,9,1,0,0,0,1,1,0,1,1,1,2,1
106698,10,0,0,0,0,1,0,0,1,0,1,1,1
214469,9,0,0,0,0,1,0,0,2,0,1,1,1
185798,11,1,0,0,1,1,3,0,1,0,1,1,1
333108,9,1,0,0,0,1,1,0,0,0,1,1,1
35210,10,0,0,0,0,1,1,0,1,0,1,1,1
140845,6,0,0,155,0,0,1,0,0,0,1,1,1
170455,7,0,0,0,0,1,0,0,0,0,1,1,1
298215,13,1,0,0,1,2,3,0,1,1,1,1,1
404416,10,1,0,0,0,1,1,0,0,0,1,1,1
143175,10,0,0,0,0,1,3,0,2,0,1,1,1
409189,10,1,0,0,1,1,1,0,1,1,1,3,1
285750,9,1,0,0,0,1,0,0,0,0,1,1,1
235556,10,1,0,0,0,1,3,0,1,1,1,1,0
170382,14,0,0,0,1,2,3,1,1,1,1,2,0
195437,7,1,0,0,1,1,1,0,1,1,1,1,1
191130,11,1,0,0,1,1,1,0,1,1,1,2,1
231160,10,1,0,0,0,1,0,0,0,0,1,1,1
47310,9,0,0,0,0,1,1,0,1,0,0,1,1
214635,9,1,0,0,0,1,1,0,1,1,0,1,0
65160,13,1,0,0,0,2,1,1,1,1,1,2,1
423222,14,1,99999,0,1,2,2,0,1,1,1,2,1
272896,16,1,0,0,1,2,1,1,2,1,1,3,1
232854,9,1,0,0,0,1,1,0,1,0,1,1,1
442035,10,0,0,0,0,1,1,1,1,0,1,1,1
127875,13,0,0,0,1,2,1,0,1,1,1,1,1
283724,5,1,0,0,0,0,3,0,1,0,0,1,1
403911,9,1,0,1902,1,1,1,0,1,1,0,1,1
177027,13,0,7688,0,1,2,3,0,1,1,0,1,0
249935,7,1,0,0,0,1,0,0,1,0,1,1,1
533147,9,1,0,0,0,1,0,0,0,0,1,1,1
137862,10,0,0,0,0,1,0,0,0,0,1,1,1
249543,10,0,0,0,0,1,0,0,0,0,1,1,1
230979,13,0,4787,0,1,2,0,1,1,0,1,2,1
137126,13,1,0,1977,1,2,3,1,1,1,1,1,1
147339,6,0,0,0,0,0,0,1,0,0,0,1,1
256647,9,1,0,0,0,1,1,0,1,1,0,1,1
111696,9,1,0,1974,0,1,1,0,0,0,1,1,1
285457,9,1,0,0,0,1,1,0,0,0,1,1,1
303867,10,1,0,0,0,1,3,1,1,1,1,1,1
113597,10,1,0,0,1,1,3,1,1,1,1,2,1
151626,9,0,0,0,0,1,1,1,0,0,0,3,1
26145,11,1,0,0,1,1,1,0,1,1,1,3,1
176189,9,1,0,0,0,1,1,0,0,1,1,1,1
497253,13,1,0,0,1,2,1,1,2,1,0,2,1
41090,9,1,0,2002,0,1,3,0,1,1,1,1,1
282461,4,1,0,0,1,0,0,0,1,1,1,3,1
225541,10,0,0,0,0,1,1,0,0,0,1,1,1
203488,10,1,0,0,0,1,3,1,1,0,1,1,1
99373,6,0,0,0,0,0,1,0,1,0,1,1,1
109705,9,0,0,0,0,1,1,1,1,0,1,2,1
144947,13,0,0,0,0,2,1,1,1,0,0,1,1
617898,13,1,0,0,0,2,3,0,1,1,1,1,1
38310,4,0,0,0,0,0,1,0,1,0,1,1,1
248993,9,1,0,0,0,1,1,0,1,1,0,1,1
69311,9,1,0,0,0,1,1,0,1,0,1,1,1
143766,12,1,0,0,0,2,1,0,1,0,1,2,1
213477,14,1,0,0,0,2,0,0,2,0,1,1,1
275691,7,1,0,0,0,1,1,0,0,0,1,1,1
59367,13,1,0,0,0,2,1,0,0,0,1,1,1
35551,9,1,0,0,0,1,1,0,1,0,1,1,1
236784,13,0,0,0,0,2,0,1,2,0,1,1,0
193755,13,1,0,0,0,2,1,1,1,1,1,2,1
315291,13,0,0,0,0,2,1,0,1,0,0,1,1
290504,9,1,0,0,0,1,1,0,0,1,1,1,1
256240,7,1,0,0,0,1,1,0,0,1,1,1,1
178709,14,0,0,0,0,2,1,0,0,0,1,1,1
449354,9,1,4386,0,1,1,3,0,1,1,1,1,1
187937,13,0,0,0,0,2,1,1,0,0,1,1,1
188772,9,0,0,0,0,1,0,0,1,0,1,2,1
157617,9,1,0,0,0,1,1,0,0,1,1,1,0
96099,10,1,0,0,1,1,1,0,2,1,1,1,1
122322,10,0,0,0,0,1,3,0,0,0,1,1,1
409189,3,1,0,0,0,0,1,0,1,1,1,1,0
175925,10,1,0,0,1,1,3,1,1,1,1,1,1
236878,9,1,0,0,0,1,0,0,2,1,1,3,1
216647,10,0,0,0,0,1,0,0,0,0,1,1,1
300681,10,1,0,0,1,1,1,1,1,1,0,1,0
327769,10,1,0,0,0,1,1,0,1,0,1,1,1
194723,13,0,0,0,0,2,1,0,0,0,1,1,1
31251,4,1,0,0,0,0,1,0,1,0,1,2,1
212506,10,0,0,0,0,1,1,0,0,0,0,1,1
23037,8,1,0,0,0,1,1,0,0,0,0,1,1
29054,9,1,0,0,0,1,3,0,1,1,1,3,1
92733,9,1,0,0,1,1,1,0,1,1,1,1,1
184678,10,0,0,0,0,1,0,0,0,0,1,2,1
32528,9,1,0,0,1,1,1,0,1,1,1,2,0
125954,9,1,2174,0,0,1,1,0,2,0,1,1,1
73715,7,1,0,0,0,1,1,0,1,1,1,1,1
287037,10,1,0,0,0,1,1,0,1,0,1,1,1
64667,9,0,0,0,0,1,3,1,1,0,0,3,0
366662,9,1,0,0,0,1,3,0,0,0,1,3,1
113337,10,1,0,0,1,1,3,0,1,1,1,2,1
387468,10,1,0,0,1,1,1,1,1,1,1,1,0
384248,10,0,0,0,0,1,3,1,1,0,0,1,1
332703,9,0,0,625,0,1,1,0,1,0,0,1,1
198873,15,0,15024,0,1,2,0,1,1,1,1,1,1
317809,13,1,4064,0,0,2,3,1,1,1,1,1,1
160910,13,1,7298,0,1,2,1,0,1,1,1,2,1
182629,13,1,0,0,0,2,1,1,1,0,1,3,1
267652,13,1,0,0,0,2,1,0,2,1,1,1,1
410186,9,1,0,0,0,1,1,0,1,1,1,1,1
365411,5,1,0,0,0,0,3,0,0,1,1,1,1
205337,9,1,0,0,0,1,1,0,0,1,1,1,1
100999,7,0,0,0,0,1,0,0,0,0,1,3,1
197462,9,1,0,0,0,1,1,0,1,1,1,1,1
199143,15,0,7430,0,1,2,3,1,1,0,1,3,1
191978,10,1,0,0,1,1,1,1,1,1,1,1,1
50178,10,1,0,0,0,1,1,0,1,1,1,1,1
72442,7,1,0,0,1,1,1,0,2,1,1,1,1
248512,10,0,0,0,0,1,1,0,0,0,1,1,1
178140,13,1,0,0,1,2,3,0,0,1,1,1,1
354024,9,0,0,0,1,1,1,0,2,1,1,1,1
143589,13,0,0,0,0,2,1,1,1,1,0,1,0
219902,11,0,0,0,0,1,1,0,1,0,0,1,1
419722,12,1,3674,0,0,2,1,0,0,0,1,2,1
154374,14,1,7688,0,1,2,1,1,1,1,1,1,1
132601,13,1,0,0,1,2,3,0,1,1,1,1,1
29430,10,1,0,0,0,1,1,0,1,0,1,3,1
30731,11,1,0,0,0,1,3,0,1,0,1,3,1
210825,10,1,0,0,1,1,1,0,2,1,1,1,1
251091,10,1,0,0,1,1,1,0,1,1,1,2,1
219034,7,0,0,0,0,1,1,0,1,0,1,1,1
35723,14,1,0,0,1,2,3,1,1,1,1,2,1
358886,9,1,0,0,0,1,1,0,1,1,1,1,1
248708,12,1,0,0,0,2,1,0,1,0,1,1,1
30063,9,0,0,0,0,1,0,0,0,0,1,1,1
253799,8,1,0,0,0,1,3,1,0,0,1,1,0
59146,9,0,0,0,0,1,3,0,0,0,1,1,1
343609,10,0,0,0,0,1,3,0,1,0,0,3,1
216010,9,0,0,0,0,1,1,1,0,0,1,1,1
164526,13,1,0,0,0,2,1,1,1,1,1,1,1
150958,3,1,0,0,0,0,3,0,0,0,1,1,0
244495,9,1,0,0,0,1,3,0,0,1,1,1,1
199336,11,1,0,0,0,1,3,0,0,0,1,1,1
151369,14,1,0,0,1,2,3,1,2,1,1,1,1
118701,9,0,0,0,0,1,1,0,1,0,0,2,1
219611,10,1,0,0,0,1,1,0,1,1,1,1,1
184568,9,1,0,0,0,1,1,0,0,0,1,1,1
246891,15,1,0,0,0,2,3,0,1,1,1,3,1
243436,5,1,0,0,0,0,3,0,2,0,1,3,1
68318,14,0,0,0,0,2,3,1,1,0,1,2,1
56331,13,1,0,0,0,2,1,0,2,1,1,1,1
190591,12,0,0,0,0,2,1,1,1,0,0,1,0
140359,4,0,0,3900,0,0,1,0,1,0,1,1,1
23510,14,1,0,2201,1,2,3,1,1,0,0,3,0
122540,6,1,0,0,0,0,1,0,0,0,1,1,1
212562,7,1,0,0,0,1,0,0,2,1,1,1,1
112497,9,1,0,0,0,1,0,0,1,1,1,3,0
147729,3,1,0,0,0,0,0,0,2,0,1,1,1
296066,10,1,0,0,1,1,3,0,1,1,1,3,1
148138,16,1,15024,0,1,2,1,1,1,1,0,1,0
50351,14,0,6360,0,0,2,0,0,2,0,1,1,1
306496,9,1,0,0,0,1,1,0,1,1,1,1,1
210029,9,0,0,2001,0,1,1,0,0,0,1,1,1
163894,10,1,0,0,0,1,1,0,1,1,0,1,1
113936,10,1,0,0,0,1,1,0,0,0,1,1,1
316820,10,1,0,0,0,1,2,0,1,1,1,3,1
53367,5,0,0,0,0,0,0,0,0,0,1,1,1
95256,9,1,0,0,0,1,3,0,1,0,1,3,1
127728,10,1,0,0,1,1,1,0,2,1,1,1,1
66686,9,1,0,0,0,1,1,0,1,1,1,1,1
199768,9,1,0,1902,1,1,0,0,2,1,1,3,1
154297,9,0,0,0,0,1,0,0,1,0,0,1,1
103064,9,0,0,0,0,1,1,0,0,0,1,1,1
93235,8,0,0,1721,0,1,0,0,0,0,1,1,1
440607,1,1,0,0,0,0,0,1,2,1,0,1,0
212894,15,1,0,0,1,2,3,1,1,0,1,1,1
167990,15,1,0,0,1,2,3,1,0,1,1,1,1
378460,10,1,0,0,0,1,0,1,0,0,1,1,1
151089,14,1,0,1887,1,2,3,1,1,1,1,1,1
153583,10,0,0,0,0,1,1,0,0,0,1,1,1
114639,10,1,0,0,0,1,0,0,1,0,1,1,1
344480,10,1,0,0,0,1,2,0,1,1,1,1,1
188300,7,0,0,0,0,1,1,0,0,0,1,1,1
105938,9,0,0,0,0,1,1,0,1,0,0,1,1
217826,9,1,0,0,0,1,0,0,1,1,0,3,0
379525,10,0,0,0,0,1,0,0,0,0,1,1,1
177331,10,1,4386,0,1,1,1,1,1,1,0,2,1
127918,10,0,0,0,0,1,0,0,1,0,1,1,0
27067,9,0,0,0,0,1,1,0,1,0,1,2,1
250038,5,1,0,0,0,0,3,0,0,0,1,1,0
36270,9,1,0,1977,1,1,2,0,1,1,1,3,1
308608,9,1,0,0,0,1,3,0,2,1,1,1,1
213574,9,1,2635,0,0,1,0,0,2,1,1,3,1
235109,13,0,0,0,0,2,1,0,1,1,1,2,1
374905,6,1,0,0,0,0,1,0,1,1,1,2,1
118876,13,0,0,0,0,2,0,1,2,0,1,1,1
223716,10,0,0,0,0,1,1,1,1,0,0,2,1
166027,9,0,0,0,0,1,3,0,2,0,1,3,1
198654,15,1,0,2415,1,2,2,1,1,1,0,1,0
109080,10,1,0,0,0,1,3,0,0,0,1,1,1
104333,10,1,0,0,1,1,1,0,2,1,1,1,1
195876,9,1,0,0,0,1,1,0,2,1,1,1,1
390879,11,0,0,0,0,1,1,1,0,0,1,1,1
197748,7,0,0,0,0,1,0,0,0,0,1,1,1
442045,10,1,0,0,1,1,1,1,1,1,1,1,1
